_id,company_name,Company Status,year,Current assets,Cost of goods sold,Depreciation and amortization,EBDITDA,Inventory,Net Income,Total Receivable,Market Value,Net Sales,Total Assets,Total Long-term Debt,EBIT,Gross Profit,Total Current Liabilitie,Retained Earnings,Total Revenue,Total Liabilities,Total Operating Expenses
68a9cd4637bac44f68cbb908,C_6937,alive,2000,112.035,36.251,4.052,-35.498,0.0,-36.766,0.238,408.366,0.753,143.892,20.713,-39.55,-35.498,13.912,-112.873,0.753,38.217,36.251
68a9cd4737bac44f68cbd075,C_7634,alive,2009,105.961,187.695,23.6,113.848,3.329,49.239,36.614,560.0626,552.536,388.368,56.945,90.248,364.841,101.467,99.557,552.536,169.732,438.688
68a9cd4737bac44f68cbd1c3,C_7676,alive,2010,64.809,146.507,58.719,57.131,2.243,-1.654,24.884,451.9366,451.965,257.967,0.0,-1.588,305.458,68.377,-126.676,451.965,84.846,394.834
68a9cd4637bac44f68caf0d5,C_1095,alive,2007,246.014,542.331,16.976,30.557,6.654,45.449,69.795,659.5886,572.888,698.408,10.0,13.581,30.557,188.825,181.805,572.888,242.7,542.331
68a9cd4737bac44f68cbe42f,C_8371,failed,2016,225.157,649.004,33.863,99.625,68.683,21.841,50.912,344.8187,800.438,1714.776,479.966,65.762,151.434,129.191,375.569,800.438,763.115,700.813
68a9cd4637bac44f68cb3347,C_2920,alive,2001,1.722,19.178,1.153,2.543,0.547,0.891,0.124,5.2763,23.854,8.641,2.396,1.39,4.676,3.144,-9.223,23.854,6.895,21.311
68a9cd4637bac44f68cbaf49,C_6648,alive,1999,159.761,273.331,2.754,15.191,40.445,7.752,82.698,143.6015,337.551,181.369,1.227,12.437,64.22,105.374,33.129,337.551,108.854,322.36
68a9cd4637bac44f68cb8205,C_5317,alive,2002,41.487,121.554,79.057,65.894,0.0,-42.607,33.525,20.9807,238.397,396.482,261.946,-13.163,116.843,50.433,-290.31,238.397,312.875,172.503
68a9cd4637bac44f68cb7993,C_5071,alive,2012,19.878,7.624,3.969,4.44,0.0,-5.379,10.167,68.6569,23.767,55.267,12.438,0.471,16.143,17.325,-35.846,23.767,34.042,19.327
68a9cd4637bac44f68cb817c,C_5304,alive,2003,2.705,1.163,0.845,-6.816,0.225,-32.818,0.49,20.4259,3.787,5.955,0.0,-7.661,2.624,2.09,-77.641,3.787,5.648,10.603
68a9cd4637bac44f68cb1997,C_2026,alive,2016,0.059,0.002,0.026,-0.848,0.006,-2.273,0.0,0.2985,0.041,0.104,0.551,-0.874,0.039,1.146,-13.306,0.041,2.788,0.889
68a9cd4637bac44f68cbb8a3,C_6926,alive,2013,56.928,54.029,0.054,-47.029,0.0,-46.732,0.0,1070.2269,7.0,60.766,0.0,-47.083,-47.029,15.328,-439.34,7.0,15.366,54.029
68a9cd4637bac44f68cb531e,C_3940,alive,2009,946.473,661.909,41.334,253.439,245.714,139.188,209.784,2245.164,1548.571,1276.483,4.538,212.105,886.662,245.28,869.075,1548.571,308.071,1295.132
68a9cd4637bac44f68cb63be,C_4426,alive,2010,99.38,98.057,3.004,12.552,1.413,5.814,20.931,271.6398,136.676,174.173,23.07,9.548,38.619,18.6,16.092,136.676,42.101,124.124
68a9cd4637bac44f68cacfa4,C_387,alive,2006,3.837,0.49,0.038,-3.345,0.6,-3.33,0.203,2.8276,0.548,5.294,0.858,-3.383,0.058,0.187,-31.726,0.548,1.045,3.893
68a9cd4637bac44f68cacdff,C_347,alive,1999,204.46,359.704,41.0,70.113,116.514,2.008,48.145,99.7619,1066.422,588.271,284.584,29.113,706.718,140.561,-108.406,1066.422,441.755,996.309
68a9cd4637bac44f68cb454b,C_3500,alive,2016,8.717,4.988,0.146,-2.907,0.202,0.145,1.005,5.1345,8.659,9.24,0.931,-3.053,3.671,5.186,-95.7,8.659,7.353,11.566
68a9cd4637bac44f68cafe5f,C_1390,alive,2016,11.521,19.591,0.445,4.382,5.641,1.855,3.463,16.92,35.228,21.833,1.887,3.937,15.637,3.704,8.889,35.228,5.591,30.846
68a9cd4637bac44f68cb7450,C_4930,alive,2001,9.207,22.967,2.379,-10.255,0.0,-20.444,3.085,4.9578,12.712,16.439,0.265,-12.634,-10.255,6.222,-74.262,12.712,8.587,22.967
68a9cd4637bac44f68cafe6f,C_1392,alive,2011,1632.042,5085.119,81.223,441.104,644.93,345.847,477.209,2465.596,5746.902,3006.728,116.367,359.881,661.783,561.409,2077.713,5746.902,927.261,5305.798
68a9cd4637bac44f68cb8cff,C_5651,alive,2006,9.213,2.291,0.3,-4.673,0.824,-4.977,1.353,37.2809,8.311,11.046,0.427,-4.973,6.02,2.006,-16.31,8.311,3.243,12.984
68a9cd4637bac44f68cb5d58,C_4240,alive,2003,385.781,393.3,10.801,-25.773,30.475,-216.308,55.209,708.1079,436.987,455.341,1.673,-36.574,43.687,181.048,-7053.174,436.987,207.864,462.76
68a9cd4637bac44f68cb7b07,C_5113,alive,2011,731.849,417.89,5.463,29.284,0.0,76.11,57.941,2809.6356,447.174,1419.537,162.893,23.821,29.284,111.792,-465.297,447.174,596.124,417.89
68a9cd4637bac44f68cb881a,C_5488,alive,1999,2.339,20.982,1.839,3.54,0.0,-1.139,0.253,5.9044,29.351,67.405,2.975,1.701,8.369,28.904,-7.42,29.351,31.879,25.811
68a9cd4637bac44f68cae7bf,C_905,alive,2005,67.894,136.878,4.302,22.437,41.342,10.87,23.371,273.1575,182.294,119.937,21.605,18.135,45.416,39.902,42.723,182.294,66.107,159.857
68a9cd4637bac44f68cb546f,C_3978,failed,2004,11.379,12.559,1.095,-9.065,3.941,-10.985,3.273,68.3042,20.015,27.325,0.174,-10.16,7.456,5.833,-73.992,20.015,6.007,29.08
68a9cd4737bac44f68cbd5e2,C_7821,alive,2014,115.398,268.868,51.407,103.743,10.081,20.266,20.501,807.6971,868.953,675.302,143.836,52.336,600.085,185.695,-680.806,868.953,331.805,765.21
68a9cd4737bac44f68cbd15d,C_7664,alive,2009,140.841,355.343,72.39,-8.524,24.991,-79.615,105.536,437.6109,399.463,570.153,163.869,-80.914,44.12,41.928,25.022,399.463,243.722,407.987
68a9cd4637bac44f68cbbe9a,C_7095,alive,2002,61.904,159.714,15.457,20.96,1.857,-7.321,4.976,29.8,193.473,244.712,110.0,5.503,33.759,21.919,-15.652,193.473,135.364,172.513
68a9cd4737bac44f68cbf09d,C_8967,alive,2012,12286.0,38753.0,983.0,5583.0,5075.0,2848.0,4209.0,32839.1385,45352.0,24220.0,4304.0,4600.0,6599.0,5096.0,863.0,45352.0,13041.0,39769.0
68a9cd4737bac44f68cbd76c,C_7899,alive,2014,600.551,3703.043,197.311,416.25,80.817,91.09,135.677,3118.522,4442.711,3344.286,1289.879,218.939,739.668,840.11,-535.536,4442.711,2763.104,4026.461
68a9cd4637bac44f68cba0e7,C_6235,alive,2016,56.14,25.794,0.813,15.913,0.0,23.223,2.879,80.733,47.588,57.597,0.0,15.1,21.794,4.725,-9.733,47.588,4.725,31.675
68a9cd4637bac44f68cb4fd3,C_3806,alive,2016,90.237,45.533,0.306,-37.149,0.0,-37.232,0.668,306.5123,8.384,91.14,0.0,-37.455,-37.149,8.754,-157.472,8.384,9.684,45.533
68a9cd4637bac44f68caf688,C_1210,alive,2008,263.931,148.931,7.707,26.325,10.677,35.0,22.433,321.5994,200.062,327.579,0.0,18.618,51.131,24.286,146.729,200.062,31.87,173.737
68a9cd4637bac44f68cb9fad,C_6198,alive,2002,16.56,27.786,0.598,6.559,0.364,6.23,0.512,34.0074,62.145,26.167,1.606,5.961,34.359,27.663,-4.491,62.145,29.269,55.586
68a9cd4637bac44f68cabf27,C_37,alive,2015,277.9,1429.3,80.8,292.9,0.0,103.0,229.4,1854.405,1884.9,1669.8,407.9,212.1,455.6,297.6,130.1,1884.9,1219.2,1592.0
68a9cd4637bac44f68cb0e3a,C_1739,alive,2018,1114.797,1603.544,116.131,394.179,549.596,180.378,438.217,4977.3373,2325.873,3790.649,1092.397,278.048,722.329,591.178,1891.701,2325.873,2252.545,1931.694
68a9cd4637bac44f68cadb94,C_639,alive,1999,3491.0,7629.0,193.0,1330.0,2165.0,880.0,746.0,10603.4358,8959.0,7774.0,169.0,1137.0,1330.0,3453.0,3357.0,8959.0,4603.0,7629.0
68a9cd4637bac44f68cb9b63,C_6076,alive,2016,107.286,50.103,4.865,11.516,40.152,5.636,14.453,158.5536,81.349,154.246,0.0,6.651,31.246,13.05,-64.732,81.349,13.955,69.833
68a9cd4737bac44f68cbdea0,C_8157,alive,2013,271.798,183.297,11.421,99.148,56.813,58.381,84.059,1655.0903,547.245,438.662,0.225,87.727,363.948,103.79,136.737,547.245,112.261,448.097
68a9cd4737bac44f68cbc60e,C_7303,alive,2004,0.02,2.279,0.045,-2.231,0.0,-2.369,0.0,3.1774,0.048,0.386,1.425,-2.276,-2.231,1.128,-9.78,0.048,2.553,2.279
68a9cd4637bac44f68cb39f7,C_3154,alive,2001,9.152,7.37,6.711,-12.106,0.286,-23.31,0.02,29.7362,13.18,44.514,0.0,-18.817,5.81,5.139,-223.853,13.18,6.264,25.286
68a9cd4637bac44f68cbbdc8,C_7073,alive,2002,5.971,14.333,0.735,1.521,3.094,0.507,0.152,6.6912,22.183,16.383,3.4,0.786,7.85,1.933,0.68,22.183,5.923,20.662
68a9cd4637bac44f68cae2bf,C_797,alive,1999,3.043,3.636,0.347,-0.296,0.325,0.249,1.718,20.456,8.479,13.658,0.363,-0.643,4.843,3.091,-13.911,8.479,3.454,8.775
68a9cd4637bac44f68cac7ec,C_221,alive,2006,638.36,1464.777,34.96,155.187,420.52,65.708,132.224,1567.7801,2470.93,1099.057,150.0,120.227,1006.153,334.516,361.387,2470.93,575.412,2315.743
68a9cd4737bac44f68cbc3a4,C_7234,alive,2006,40.295,177.49,7.146,53.056,1.765,25.328,15.297,433.4153,236.451,173.027,59.425,45.91,58.961,28.316,73.248,236.451,95.768,183.395
68a9cd4637bac44f68cb6d63,C_4740,alive,2013,35.483,120.755,8.164,11.964,16.639,1.959,11.438,311.5202,179.18,170.286,11.05,3.8,58.425,29.701,-25.835,179.18,59.054,167.216
68a9cd4637bac44f68cad965,C_583,alive,2012,7876.0,16538.0,1049.0,3714.0,5308.0,1335.0,371.0,15318.0665,27686.0,20991.0,6806.0,2665.0,11148.0,5075.0,4177.0,27686.0,14940.0,23972.0
68a9cd4637bac44f68cba99c,C_6480,alive,2002,270.436,24.558,10.771,-96.231,0.0,-399.257,4.881,271.4557,27.716,304.968,0.0,-107.002,3.158,58.886,-1269.461,27.716,83.458,123.947
68a9cd4637bac44f68cb985e,C_5982,alive,2002,1.153,0.138,0.599,-5.632,0.0,-6.384,0.02,3.0087,0.517,2.16,0.0,-6.231,0.379,1.016,-87.499,0.517,1.016,6.149
68a9cd4637bac44f68cb6a95,C_4661,alive,2007,10.299,11.64,0.739,-2.649,2.438,-3.34,2.615,26.2318,24.118,21.974,0.294,-3.388,12.478,7.851,-40.152,24.118,8.44,26.767
68a9cd4637bac44f68cb5fb8,C_4308,alive,2010,60.137,106.003,3.9,30.163,34.764,12.22,10.635,168.6547,161.285,191.865,5.962,26.263,55.282,58.742,24.005,161.285,74.688,131.122
68a9cd4637bac44f68cb7a2d,C_5089,alive,2012,63.811,87.762,1.822,7.349,0.587,4.424,6.144,63.8237,114.727,118.773,0.0,5.527,26.965,70.787,-17.466,114.727,92.223,107.378
68a9cd4637bac44f68cb392d,C_3133,alive,1999,6.804,4.991,0.352,-0.552,1.843,2.293,2.373,15.6532,7.835,33.658,12.353,-0.904,2.844,3.802,7.066,7.835,16.572,8.387
68a9cd4637bac44f68cba808,C_6432,alive,2001,341.513,295.766,378.163,-305.389,0.0,-2584.099,43.598,1026.4464,408.569,826.662,19.0,-683.552,112.803,146.842,-3032.703,408.569,202.847,713.958
68a9cd4637bac44f68cad343,C_465,alive,2005,452.386,317.7,201.308,265.549,5.381,83.001,165.989,1055.208,634.026,966.598,155.0,64.241,316.326,192.448,152.177,634.026,384.05,368.477
68a9cd4637bac44f68cb3be2,C_3231,alive,2018,237.512,55.843,110.908,90.223,7.817,-39.128,77.946,571.1772,280.413,291.245,9.858,-20.685,224.57,189.126,-337.177,280.413,199.66,190.19
68a9cd4637bac44f68cb49f3,C_3621,alive,2001,593.925,2081.584,163.501,415.98,221.253,181.21,90.425,5677.8574,2648.98,1851.039,5.786,252.479,567.396,445.264,584.305,2648.98,470.183,2233.0
68a9cd4637bac44f68cb30b6,C_2812,alive,2003,18.684,39.218,1.734,2.341,4.053,0.936,14.2,10.7973,51.919,24.907,0.402,0.607,12.701,17.481,-39.192,51.919,25.978,49.578
68a9cd4637bac44f68cb89dc,C_5543,alive,2014,311.819,659.182,19.427,105.478,140.835,46.596,114.551,1031.4871,1050.294,868.943,248.0,86.051,391.112,231.774,171.381,1050.294,655.725,944.816
68a9cd4637bac44f68cb39e4,C_3151,alive,2018,11.183,6.905,0.452,-16.433,2.302,-23.938,3.973,78.5047,15.864,48.453,4.456,-16.885,8.959,13.553,-58.784,15.864,18.972,32.297
68a9cd4637bac44f68cae4db,C_846,alive,2001,946.159,3413.38,38.94,182.792,0.0,87.76,817.16,1676.8128,3956.993,1557.04,164.308,143.852,543.613,700.659,461.39,3956.993,960.141,3774.201
68a9cd4637bac44f68cb4085,C_3360,alive,2014,385.673,21.485,13.427,102.671,0.0,49.458,68.311,1306.9598,332.533,703.061,0.0,89.244,311.048,153.303,333.467,332.533,159.816,229.862
68a9cd4637bac44f68cac22b,C_101,alive,2014,298.975,697.892,27.5,91.085,61.408,50.516,176.738,1331.9425,933.936,612.057,20.587,63.585,236.044,149.028,234.218,933.936,229.581,842.851
68a9cd4637bac44f68cb31d0,C_2862,alive,2016,1854.0,1166.0,128.0,551.0,474.0,335.0,437.0,5575.9344,2918.0,3803.0,1101.0,423.0,1752.0,644.0,331.0,2918.0,2290.0,2367.0
68a9cd4637bac44f68cb08a3,C_1627,alive,2000,7.895,4.762,0.295,3.425,1.465,2.053,0.801,20.0516,10.447,9.397,0.0,3.13,5.685,1.012,4.718,10.447,1.021,7.022
68a9cd4637bac44f68cb9a6d,C_6047,alive,2003,777.768,1056.302,219.183,341.73,92.439,2.198,322.464,3165.5751,1603.768,2571.874,1650.707,122.547,547.466,439.851,-916.335,1603.768,2169.532,1262.038
68a9cd4637bac44f68cad238,C_440,alive,2002,388.3,625.6,134.1,560.8,56.1,87.3,169.4,1827.4695,1186.4,4176.1,2434.9,426.7,560.8,281.4,918.2,1186.4,3323.2,625.6
68a9cd4637bac44f68cbbf09,C_7107,alive,2008,0.618,0.064,0.004,-0.436,0.0,-0.501,0.036,9.7171,0.044,0.655,0.0,-0.44,-0.02,4.184,-7.595,0.044,4.184,0.48
68a9cd4637bac44f68cb8ecd,C_5693,alive,2008,519.59,958.51,71.41,183.007,211.227,82.37,19.639,554.2367,1630.323,939.757,55.0,111.597,671.813,206.995,339.074,1630.323,391.878,1447.316
68a9cd4637bac44f68cac80a,C_223,alive,2011,1356.1,2768.1,104.5,312.8,532.6,71.9,346.2,1609.2182,3748.0,2494.0,690.4,208.3,979.9,908.1,-83.1,3748.0,2463.1,3435.2
68a9cd4737bac44f68cbc115,C_7158,failed,2002,4.802,6.279,0.452,-4.69,0.503,-10.974,3.496,27.1706,6.923,10.012,0.507,-5.142,0.644,4.626,-21.292,6.923,5.133,11.613
68a9cd4637bac44f68cb53c7,C_3957,alive,2017,6626.683,16792.622,760.38,1333.117,2942.083,129.09,1397.424,5571.7728,19063.121,11095.995,1632.592,572.737,2270.499,6870.593,1785.513,19063.121,8727.651,17730.004
68a9cd4637bac44f68cb8b13,C_5581,alive,2000,13.453,11.152,0.411,-0.268,2.559,-0.588,4.572,8.6566,16.862,16.21,0.0,-0.679,5.71,4.827,-3.634,16.862,4.827,17.13
68a9cd4637bac44f68cb4439,C_3470,alive,2018,11.977,26.378,0.931,-1.064,7.831,-2.192,3.76,9.6737,33.76,17.321,0.0,-1.995,7.382,3.324,-13.563,33.76,3.324,34.824
68a9cd4637bac44f68cb7d7c,C_5184,alive,2013,429.0,659.3,23.7,1.5,84.3,-44.4,163.3,195.521,860.8,641.8,0.0,-22.2,201.5,231.1,-648.0,860.8,268.6,859.3
68a9cd4637bac44f68cb90ed,C_5756,alive,2009,0.019,0.256,0.014,-0.675,0.0,-0.883,0.009,3.0062,0.143,0.069,0.0,-0.689,-0.113,3.86,-17.433,0.143,3.86,0.818
68a9cd4737bac44f68cbd79d,C_7910,alive,2013,14.743,8.999,0.099,-8.6,0.0,-20.925,0.0,34.1852,0.399,14.938,0.0,-8.699,-8.6,2.076,-38.082,0.399,2.076,8.999
68a9cd4637bac44f68cb7ca5,C_5164,alive,2000,88.048,43.574,12.324,2.846,10.284,-15.137,15.646,193.468,90.206,128.373,0.0,-9.478,46.632,15.756,-30.585,90.206,16.084,87.36
68a9cd4637bac44f68cba490,C_6337,alive,2004,31.422,16.542,3.915,4.207,4.159,-0.642,5.084,277.7528,54.449,110.473,0.0,0.292,37.907,8.314,-9.201,54.449,8.314,50.242
68a9cd4637bac44f68cb2ceb,C_2628,alive,2000,613.472,1172.861,46.444,100.879,30.529,41.543,233.371,1335.6688,1556.216,923.542,2.175,54.435,383.355,371.459,371.128,1556.216,416.962,1455.337
68a9cd4637bac44f68cb07d4,C_1612,alive,2001,5086.0,17455.0,1026.0,-1317.0,329.0,-2145.0,1221.0,742.284,16138.0,25197.0,8663.0,-2343.0,-1317.0,8066.0,-478.0,16138.0,22087.0,17455.0
68a9cd4637bac44f68cae36b,C_812,alive,2002,2608.0,5825.0,220.0,158.0,595.0,-536.0,1054.0,1356.41,6764.0,6943.0,2398.0,-62.0,939.0,2399.0,-1426.0,6764.0,6692.0,6606.0
68a9cd4637bac44f68cb077b,C_1606,alive,2007,430.24,1027.83,140.638,353.543,82.433,58.373,167.306,1114.1883,1381.373,3185.716,1524.843,212.905,353.543,547.681,-12.293,1381.373,2495.641,1027.83
68a9cd4637bac44f68cb0957,C_1639,alive,2010,413.665,516.232,140.4,210.098,68.744,-149.201,178.179,913.581,882.499,2151.538,1388.259,69.698,366.267,195.998,-148.548,882.499,1698.88,672.401
68a9cd4637bac44f68cb2e24,C_2686,alive,2007,10.43,17.04,0.609,6.271,1.93,10.313,2.158,94.9554,24.418,28.496,0.0,5.662,7.378,7.245,17.725,24.418,7.245,18.147
68a9cd4737bac44f68cbc673,C_7313,alive,2006,84.021,155.182,2.645,-3.387,0.0,-11.651,38.637,172.7544,235.993,119.792,0.0,-6.032,80.811,40.556,-32.452,235.993,41.7,239.38
68a9cd4637bac44f68cb5c63,C_4215,alive,2003,122.137,412.304,2.0,16.747,30.151,8.896,72.316,153.1007,475.244,146.927,0.0,14.747,62.94,91.359,-53.837,475.244,91.359,458.497
68a9cd4637bac44f68cae9d6,C_953,alive,2004,136.336,282.374,11.823,34.536,54.637,14.417,61.038,277.0137,356.281,300.269,0.0,22.713,73.907,49.105,180.047,356.281,91.337,321.745
68a9cd4737bac44f68cbea2c,C_8647,alive,2018,131.659,46.315,7.215,-93.772,17.878,-102.562,8.595,1111.8056,78.626,170.275,14.659,-100.987,32.311,26.884,-982.142,78.626,56.214,172.398
68a9cd4637bac44f68cb381d,C_3093,alive,2002,2.076,6.557,0.737,-5.546,0.137,-8.22,0.111,56.1124,1.011,3.79,3.153,-6.283,-5.546,1.522,-28.14,1.011,4.675,6.557
68a9cd4637bac44f68cb6ddb,C_4760,alive,2003,4.689,1.261,0.41,-0.475,0.022,-0.923,0.741,33.8519,7.216,6.587,0.0,-0.885,5.955,0.997,-20.114,7.216,0.997,7.691
68a9cd4737bac44f68cbeb3e,C_8710,alive,2011,2268.0,5387.0,184.0,564.0,380.0,-94.0,711.0,1527.1522,6575.0,6001.0,1830.0,380.0,1188.0,1372.0,-990.0,6575.0,5129.0,6011.0
68a9cd4737bac44f68cbc72a,C_7334,alive,2015,171.772,160.832,1.677,-25.775,9.489,-32.231,32.41,2220.8742,135.057,181.789,27.971,-27.452,-25.775,62.457,-482.757,135.057,138.79,160.832
68a9cd4637bac44f68cad6b6,C_531,alive,2010,131.269,135.943,5.286,30.97,31.96,20.369,81.487,164.6717,199.365,191.379,0.0,25.684,63.422,43.407,84.404,199.365,43.579,168.395
68a9cd4637bac44f68cb2181,C_2252,alive,2006,0.068,0.032,0.101,-1.543,0.013,-0.768,0.026,3.8536,0.182,0.097,0.078,-1.644,0.15,0.988,-15.407,0.182,1.107,1.725
68a9cd4637bac44f68cb1483,C_1898,alive,2001,7.351,7.622,0.958,0.873,3.007,2.847,1.386,9.49,14.844,11.744,0.25,-0.085,7.222,2.648,-6.356,14.844,2.898,13.971
68a9cd4637bac44f68cace03,C_347,alive,2003,297.863,409.025,39.788,56.689,120.927,-10.683,57.884,366.7554,1201.773,644.5,284.229,16.901,792.748,216.076,-175.474,1201.773,550.413,1145.084
68a9cd4637bac44f68cb51a9,C_3890,alive,2010,40.316,54.635,16.938,66.095,0.374,18.264,23.645,185.9424,232.218,212.732,205.283,49.157,177.583,41.341,-2394.156,232.218,306.556,166.123
68a9cd4737bac44f68cbcc1d,C_7495,alive,2007,112.443,218.345,19.998,33.093,45.353,-0.149,49.508,617.7889,290.922,400.43,72.532,13.095,72.577,76.309,-35.091,290.922,162.894,257.829
68a9cd4637bac44f68cad14c,C_417,alive,2002,1982.0,4589.0,219.0,327.0,641.0,82.0,805.0,1097.07,5853.0,4837.0,1290.0,108.0,1264.0,1329.0,42.0,5853.0,3904.0,5526.0
68a9cd4637bac44f68cb9ba8,C_6084,alive,2010,94.502,374.236,4.165,48.377,5.945,20.165,58.705,6.3827,457.386,149.198,51.837,44.212,83.15,115.755,-80.162,457.386,167.759,409.009
68a9cd4637bac44f68cb70b8,C_4840,alive,2003,30.316,42.455,4.193,4.865,13.05,-0.162,9.821,23.2829,62.788,65.515,15.066,0.672,20.333,19.792,18.369,62.788,37.586,57.923
68a9cd4637bac44f68cb74d9,C_4945,alive,2004,159.721,144.892,75.906,224.755,7.658,-58.941,62.549,77.1025,504.817,1417.45,1682.16,148.849,359.925,114.413,-789.11,504.817,1847.492,280.062
68a9cd4637bac44f68cbbbc1,C_7017,alive,2009,3791.128,1878.197,404.062,1080.939,188.476,381.491,613.591,5598.7934,4300.799,7554.693,3016.244,676.877,2422.602,1529.697,1507.13,4300.799,4807.856,3219.86
68a9cd4637bac44f68cac5e5,C_179,alive,2008,8192.0,33215.0,802.0,2816.0,4753.0,1003.0,1868.0,11922.3729,45015.0,15826.0,1126.0,2014.0,11800.0,8435.0,4397.0,45015.0,10670.0,42199.0
68a9cd4637bac44f68cb43aa,C_3461,alive,2007,719.06,974.637,58.032,178.848,295.114,73.797,282.045,1828.6741,1447.428,1925.154,650.762,120.816,472.791,379.837,235.05,1447.428,1170.685,1268.58
68a9cd4637bac44f68cb80c0,C_5284,alive,2007,1140.255,1054.764,183.716,912.479,333.153,475.697,53.801,6857.3948,3749.847,2567.598,0.0,728.763,2695.083,543.113,2058.581,3749.847,949.285,2837.368
68a9cd4637bac44f68cb2cf9,C_2630,alive,2016,11.248,3.856,0.579,-5.526,5.342,-12.753,1.219,20.295,7.736,35.393,14.231,-6.105,3.88,13.321,-34.66,7.736,32.574,13.262
68a9cd4637bac44f68cae052,C_745,alive,2002,962.17,2864.223,83.238,393.747,355.638,189.322,275.46,3349.5462,3910.314,2220.196,409.648,310.509,1046.091,410.111,1107.144,3910.314,1104.941,3516.567
68a9cd4637bac44f68cb787a,C_5043,alive,2001,22.92,18.889,1.366,-4.993,4.124,-6.261,6.51,65.218,32.707,33.163,2.697,-6.359,13.818,4.22,-8.341,32.707,6.917,37.7
68a9cd4637bac44f68cb09e9,C_1648,alive,2012,4.73,1.771,0.015,-2.903,4.361,-3.004,0.217,9.7517,1.018,4.771,0.225,-2.918,-0.753,8.575,-49.61,1.018,8.8,3.921
68a9cd4637bac44f68cb257e,C_2356,alive,2014,580.69,282.007,54.211,88.52,96.645,11.637,168.441,3665.7939,653.652,1525.97,8.905,34.309,371.645,148.491,47.718,653.652,222.973,565.132
68a9cd4637bac44f68cb0954,C_1639,alive,2007,397.877,611.78,134.066,268.715,92.565,65.367,203.074,3106.0155,1046.704,2100.039,1072.625,134.649,434.924,217.514,157.821,1046.704,1438.824,777.989
68a9cd4737bac44f68cbcefe,C_7588,alive,2012,6.845,194.933,3.042,-18.118,4.556,-4.282,1.361,126.1967,189.048,96.872,35.522,-21.16,-5.885,57.835,-72.126,189.048,93.357,207.166
68a9cd4637bac44f68cb0498,C_1537,alive,2003,0.072,0.35,0.0,-0.06,0.0,-0.06,0.07,0.4547,0.741,0.072,0.0,-0.06,0.391,0.107,-0.491,0.741,0.107,0.801
68a9cd4637bac44f68cb9636,C_5920,alive,2004,213.979,1194.653,7.127,26.452,78.39,8.304,122.077,238.952,1353.834,286.542,6.556,19.325,159.181,110.342,91.098,1353.834,120.384,1327.382
68a9cd4637bac44f68cb1633,C_1945,alive,2008,2145.0,2739.0,277.0,1204.0,0.0,569.0,601.0,5670.083,4739.0,9331.0,3850.0,927.0,2000.0,2047.0,3775.0,4739.0,6737.0,3535.0
68a9cd4637bac44f68cb1a10,C_2040,failed,2005,74.569,148.601,7.721,-0.302,35.308,-27.417,36.938,3.9098,157.863,117.567,30.941,-8.023,9.262,50.085,-51.203,157.863,81.578,158.165
68a9cd4637bac44f68cac043,C_63,alive,1999,9738.108,3010.183,682.339,3760.171,2244.834,-1227.121,3280.298,51178.703,13550.176,23906.277,3668.643,3077.832,10539.993,7110.223,2387.342,13550.176,17691.53,9790.005
68a9cd4637bac44f68cac971,C_255,alive,2001,39.862,116.346,4.87,8.205,21.761,3.298,4.689,34.0913,179.899,57.135,0.0,3.335,63.553,19.665,16.651,179.899,20.829,171.694
68a9cd4637bac44f68cb934d,C_5825,alive,2011,173.215,515.077,26.175,271.793,15.039,49.997,97.848,814.6354,786.87,1573.018,447.963,245.618,271.793,63.654,443.058,786.87,653.915,515.077
68a9cd4637bac44f68cb896b,C_5528,alive,1999,16.669,4.465,1.392,-5.185,7.774,-12.463,3.997,28.6656,21.068,23.421,0.033,-6.577,16.603,5.113,-17.754,21.068,5.427,26.253
68a9cd4637bac44f68cbbdd1,C_7073,alive,2011,7.923,19.169,1.034,0.754,3.488,-0.262,0.609,5.6511,27.566,19.851,5.179,-0.28,8.397,1.291,2.389,27.566,8.114,26.812
68a9cd4637bac44f68cb6133,C_4349,alive,2006,51.263,14.051,5.458,-1.302,0.0,-27.574,8.997,90.9347,21.244,346.93,192.126,-6.76,7.193,52.348,-67.504,21.244,297.445,22.546
68a9cd4637bac44f68cae9bc,C_951,alive,2010,2550.1,3482.7,169.0,1257.2,821.8,732.2,723.5,6844.0608,5417.8,4967.0,1351.6,1088.2,1935.1,720.9,1379.9,5417.8,2686.3,4160.6
68a9cd4637bac44f68cb5c7d,C_4217,alive,2010,96.04,128.224,5.447,-1.194,33.397,-5.105,27.01,43.6894,175.668,108.434,0.0,-6.641,47.444,38.952,-114.913,175.668,43.058,176.862
68a9cd4637bac44f68cb33b7,C_2945,alive,2000,0.274,0.3,0.011,-1.045,0.093,-1.17,0.081,5.468,0.628,0.426,0.0,-1.056,0.328,0.361,-9.487,0.628,0.361,1.673
68a9cd4737bac44f68cbe319,C_8332,alive,2009,276.205,489.348,32.715,35.196,46.525,-137.091,80.871,559.8555,585.01,543.6,1.943,2.481,95.662,97.662,190.066,585.01,121.074,549.814
68a9cd4637bac44f68caffa4,C_1426,alive,2016,78.574,29.586,4.177,6.573,26.62,21.055,4.304,871.7487,60.388,498.318,0.0,2.396,30.802,20.581,-917.306,60.388,55.279,53.815
